SKU;Ürün Adı;Marka;Model;Kategori;Fiyat TL (KDV dahil);İşlev Grubu;Kullanım Yeri;Uygun Olduğu Sistemler;Açıklama
RBN012;RAINBIRD NOZUL 15 LCS SOL KÖŞE ŞERİT DESEN;Rain Bird;15 LCS;Otomatik Sulama;97,61;Sabit sprey nozulu – 15 LCS, sol köşe şerit;Bahçe köşeleri, sol köşe dar şerit çim alanlar;Rain Bird 1800, UNI-Spray gövdeleri;"15 serisi sol köşe şerit (left corner strip) deseni üretir; 90° sol köşede kalan uzun dar alanları sulamak için tasarlanmıştır, suyu sert zemine taşırmaz."
RBN013;RAINBIRD NOZUL 15 RCS SAĞ KÖŞE ŞERİT DESEN;Rain Bird;15 RCS;Otomatik Sulama;97,61;Sabit sprey nozulu – 15 RCS, sağ köşe şerit;Bahçe köşeleri, sağ köşe dar şerit çim alanlar;Rain Bird 1800, UNI-Spray gövdeleri;"15 serisi sağ köşe şerit (right corner strip) deseni verir; 90° sağ köşede bulunan dar çim şeritleri sulamak için kullanılır, köşe alanlarda su israfını azaltır."
RBN014;RAINBIRD NOZUL 15 SST;Rain Bird;15 SST;Otomatik Sulama;97,61;Sabit sprey nozulu – 15 SST, yan şerit;Yürüme yolu, duvar, bordür boyunca uzun dar çim şeritler;Rain Bird 1800, UNI-Spray gövdeleri;"15 SST side strip nozuldur; bir kenarı sabit çizgi boyunca uzanan dar dikdörtgen alanları sulamak için idealdir, şerit boyunca eşit dağılım sağlar."
RBN015;RAINBIRD NOZUL 9 SST;Rain Bird;9 SST;Otomatik Sulama;97,61;Sabit sprey nozulu – 9 SST, kısa yan şerit;Küçük ve dar şerit çim alanlar, kısa kenar boyunca sulama;Rain Bird 1800, UNI-Spray gövdeleri;"9 SST side strip nozuldur; 15 SST’ye göre daha kısa menzilli (~2,7–3 m) versiyondur, küçük şerit alanlarda taşma yapmadan sulama için kullanılır."
RBN017;RAINBIRD NOZUL ROTARY R-VAN 14 45°-270°;Rain Bird;R-VAN 14 45;Otomatik Sulama;301,72;Rotary nozulu – R-VAN 14, 45°–270° ayarlı;"Çim alan kenarları, köşe ve kenar bölgeler; orta menzilli";R-VAN uyumlu tüm sprey gövdeleri (1800, UNI-Spray vb.);"Değişken açılı (45–270°) rotor nozuldur; yaklaşık 3,7–4,6 m menzilde düşük yağış oranlı sulama yapar, kenar ve köşelerde su tasarruflu çözüm sunar."
RBN016;RAINBIRD NOZUL ROTARY R-VAN 14-360°;Rain Bird;R-VAN 14 360;Otomatik Sulama;301,72;Rotary nozulu – R-VAN 14, 360°;Çim alan iç bölgeleri, tam daire sulama gereken noktalar;R-VAN uyumlu sprey gövdeleri;"Tam daire çalışan R-VAN 14 nozuldur; orta menzilde (yaklaşık 4 m) eşit, düşük debili sulama sağlar, sabit sprey yerine su tasarrufu için tercih edilir."
RBN019;RAINBIRD NOZUL ROTARY R-VAN 24 45°-270°;Rain Bird;R-VAN 24 45;Otomatik Sulama;301,72;Rotary nozulu – R-VAN 24, 45°–270° ayarlı;"Geniş çim alan kenarları, sınır bölgeler; uzun menzil ihtiyacı olan yerler";R-VAN uyumlu sprey gövdeleri;"45–270° ayarlı R-VAN 24 nozuldur; yaklaşık 5,5–7,3 m menzilde çalışır, geniş kenar ve köşelerde düşük yağış oranlı, rüzgâra dayanıklı sulama sağlar."
RBN018;RAINBIRD NOZUL ROTARY R-VAN 24-360°;Rain Bird;R-VAN 24 360;Otomatik Sulama;301,72;Rotary nozulu – R-VAN 24, 360°;Geniş çim alan iç bölgeleri, tam daire sulama;R-VAN uyumlu sprey gövdeleri;"R-VAN 24 tam daire nozuldur; uzun menzilli rotor nozullar gibi çalışır, büyük çim alanların merkezinde 360° düşük debili sulama için kullanılır."
RB001;RAINBIRD PRSDIAL BASINÇ REG.;Rain Bird;PRSDIAL;Otomatik Sulama;4783,61;Ayarlı basınç regülatörü;Vana kolektöründe, solenoid vana ile hat arasında;"Rain Bird solenoid vanalı otomatik sulama zonları; sprey, rotor ve damla sulama hatları";"Hat üzerindeki çalışma basıncını kadran üzerinden ayarlanabilir değerde sabitleyen basınç regülatörüdür; giriş basıncı ve debi değişse bile çıkışta sabit, nozul ve damla hattına uygun basınç sağlayarak performansı yükseltir ve su israfını azaltır."
RBN022;RAINBIRD ROTARY NOZUL R-VAN 18 45°-270°;Rain Bird;R-VAN 18 45;Otomatik Sulama;301,72;Rotary nozül – R-VAN 18, 45°–270° ayarlı;Orta–uzun menzilli çim alan kenarları, köşe ve sınır bölgeleri;R-VAN ile uyumlu tüm sprey gövdeleri (Rain Bird 1800, UNI-Spray vb.);"18 ft (~5,5 m) menzilli, 45–270° arasında ayarlanabilen rotary nozuldur; düşük yağış oranıyla su tasarrufu sağlar, rüzgâra dayanıklıdır ve klasik spreylere göre daha homojen sulama yapar."
RBN095;RAINBIRD ROTARY NOZUL R-VAN 18-360°;Rain Bird;R-VAN 18 360;Otomatik Sulama;301,72;Rotary nozül – R-VAN 18, 360°;Geniş çim alan iç bölgeleri, tam daire sulama noktaları;R-VAN uyumlu sprey gövdeleri;"R-VAN 18’in tam daire (360°) çalışan versiyonudur; yaklaşık 5–5,5 m yarıçapta düşük debili, eşit dağılımlı sulama sağlar, rotorla sprey arası menzile sahip noktalarda kullanılır."
RBR001;"RAINBIRD ROTOR 3504 1/2""";Rain Bird;3504;Otomatik Sulama;420,00;"Dişli rotor sprinkler – 3504 1/2""";Küçük–orta ölçekli çim alanlar, villa bahçeleri, park adaları;"1/2"" dişli rotor hatları; Rain Bird 3500 serisiyle uyumlu sistemler";"4"" pop-up, dişli tahrikli rotor sulama başlığıdır; yaklaşık 4,6–10,7 m menzil ve ayarlanabilir açı (40–360°) sunar, sessiz ve homojen sulama yapar."
RBR002;"RAINBIRD ROTOR 5004 3/4""";Rain Bird;5004;Otomatik Sulama;520,00;"Dişli rotor sprinkler – 5004 3/4""";Orta–büyük çim alanlar, spor sahaları, geniş peyzaj alanları;"3/4"" dişli rotor hatları; Rain Bird 5000 serisi sistemler";"5004, 3/4"" girişli dişli rotor başlıktır; yaklaşık 7,6–15,2 m menzil, ayarlanabilir açı (40–360°) ve yüksek dayanım sunar, geniş alan sulamasında standart üründür."
RB010;RAINBIRD ROTOR AYAR ANAHTARI;Rain Bird;ROTOR TOOL;Otomatik Sulama;276,66;Rotor ayar anahtarı;Rain Bird rotor başlıklarının ayarı sırasında;Rain Bird 3500, 5000, 6500 vb. rotor başlıkları;"Rotor memesi değişimi, açı ve menzil ayarı için kullanılan özel anahtardır; rotoru zarar vermeden, hızlı ve hassas ayar yapılmasını sağlar, bakım setlerinin vazgeçilmez parçasıdır."
RBN032;RAINBIRD R-VAN LCS SOL KÖŞE 1.5x4.6mt;Rain Bird;R-VAN LCS;Otomatik Sulama;301,72;Rotary köşe nozülü – R-VAN LCS sol köşe 1,5×4,6 m;Sol köşede kalan dar dikdörtgen çim şeritler;R-VAN uyumlu sprey gövdeleri;"LCS (Left Corner Strip) sol köşe rotary strip nozuldur; yaklaşık 1,5×4,6 m alanı 270° sol köşe desenle sular, köşe şeritlerde taşıntıyı azaltarak verimli sulama sağlar."
RBN031;RAINBIRD R-VAN RCS SAĞ KÖŞE 1.5x4.6mt;Rain Bird;R-VAN RCS;Otomatik Sulama;301,72;Rotary köşe nozülü – R-VAN RCS sağ köşe 1,5×4,6 m;Sağ köşede kalan dar dikdörtgen çim şeritler;R-VAN uyumlu sprey gövdeleri;"RCS (Right Corner Strip) sağ köşe rotary strip nozuldur; 1,5×4,6 m civarı alanı sağ köşe desenle sular, duvar ve bordür kenarı köşe şeritlerde suyu sadece yeşil alana verir."
RBN033;RAINBIRD R-VAN SST YAN 1.5x9.1mt;Rain Bird;R-VAN SST;Otomatik Sulama;301,72;Rotary yan şerit nozülü – R-VAN SST 1,5×9,1 m;Yürüme yolu, duvar, kaldırım boyunca uzun dar çim şeritler;R-VAN uyumlu sprey gövdeleri;"SST side strip rotary nozuldur; yaklaşık 1,5×9,1 m dikdörtgen alanı sulamak için tasarlanmıştır, dar şeritlerde klasik spreye göre daha düşük debi ve daha eşit dağılım sağlar."
RBS015;RAINBIRD UNİ SPREY SAM KİT (ÇEKVALF);Rain Bird;SAM KIT;Otomatik Sulama;73,60;Sprey gövde + çekvalf – UNI Spray SAM kit;Eğimli arazilerde, kot farkı olan sprey hatları;Rain Bird UNI-Spray nozulları (sabit/ayarlı/R-VAN vb.);"UNI-Spray gövde ile entegre SAM (çekvalf) kitidir; hat sonu kot farklarında boru içinin boşalmasını engeller, düşük kotta “drainage”i keser, su israfını ve çamurlanmayı önler."
RBS001;RAINBIRD US400 BOŞ GÖVDE;Rain Bird;US400;Otomatik Sulama;75,00;Sprey gövdesi – boş (US400);Küçük–orta çim alanlar, çiçek bantları;"Rain Bird 1/2"" dişli sprey nozulları (VAN, R-VAN, sabit açı vs.)";"10 cm (4"") pop-up US400 boş gövdedir; içine istenen Rain Bird nozulu takarak alana uygun sprey başlık oluşturmayı sağlar, bakım ve stok yönetimini kolaylaştırır."
RBS003;RAINBIRD US410 SPRİNK;Rain Bird;US410;Otomatik Sulama;100,00;Fabrika nozullu sprey – US410;Küçük çim alanlar, bordür kenarları;"Rain Bird 1/2"" sprey hatları, villa ve peyzaj çim sulama sistemleri";"US410, US400 gövde + 10’ (3 m civarı) nozullu komple sprey başlıktır; kısa menzilli alanlarda hızlı montaj için kullanılır."
RBS004;RAINBIRD US412 SPRİNK;Rain Bird;US412;Otomatik Sulama;100,00;Fabrika nozullu sprey – US412;Küçük–orta çim alanlar;"Rain Bird 1/2"" sprey hatları";"US412, US400 gövde + 12’ (~3,7 m) sprey nozulu ile gelir; klasik sabit açılı sprey ihtiyacında hazır montajlı çözüm sunar."
RBS005;RAINBIRD US415 SPRİNK;Rain Bird;US415;Otomatik Sulama;100,00;Fabrika nozullu sprey – US415;Orta boy çim alanlar;"Rain Bird 1/2"" sprey hatları";"US415, 15’ (~4,6 m) menzilli sprey nozulu ile birlikte gelen US serisi pop-up sprinktir; orta menzilli alanlarda kullanılır."
RBS006;RAINBIRD US418 SPRİNK;Rain Bird;US418;Otomatik Sulama;100,00;Fabrika nozullu sprey – US418;Orta–uzun çim alanlar;"Rain Bird 1/2"" sprey hatları";"US418, 18’ (~5,5 m) nozullu US400 gövdedir; geniş çim parsellerinde klasik spreye göre daha büyük alan kapsar."
RBN004;RAINBIRD VAN NOZUL 10;Rain Bird;10 VAN;Otomatik Sulama;65,25;Ayarlı sprey nozulu – VAN 10;Küçük çim alanlar, dar bölgeler;"Rain Bird 1800, UNI-Spray, US400 vb. 1/2"" sprey gövdeleri";"10’ (3 m) menzilli, açı aralığı 0–330° ayarlanabilen VAN nozuldur; düzensiz şekilli küçük alanlarda esnek açı ayarıyla kullanım kolaylığı sağlar."
RBN005;RAINBIRD VAN NOZUL 12;Rain Bird;12 VAN;Otomatik Sulama;65,25;Ayarlı sprey nozulu – VAN 12;Küçük–orta alanlar;"Rain Bird 1/2"" sprey gövdeleri";"12’ (~3,7 m) menzilli, ayarlanabilir açılı VAN nozuldur; çoğu villa çim alanında standart olarak kullanılabilecek çok amaçlı sprey nozuldur."
RBN006;RAINBIRD VAN NOZUL 15;Rain Bird;15 VAN;Otomatik Sulama;65,25;Ayarlı sprey nozulu – VAN 15;Orta boy çim alanlar;"Rain Bird 1/2"" sprey gövdeleri";"15’ (~4,6 m) menzilli VAN nozuldur; daha geniş alanlarda düşük maliyetli ve ayarlanabilir açı sunar, kare ve dikdörtgen dizilimlerde kullanılır."
RBN007;RAINBIRD VAN NOZUL 18;Rain Bird;18 VAN;Otomatik Sulama;65,25;Ayarlı sprey nozulu – VAN 18;Orta–uzun menzilli çim alanlar;"Rain Bird 1/2"" sprey gövdeleri";"18’ (~5,5 m) menzilli VAN nozuldur; geniş çim yüzeylerinde sprink sayısını azaltmaya yardımcı olur, yüksek debili klasik sprey çözümüdür."
RBN001;RAINBIRD VAN NOZUL 4;Rain Bird;4 VAN;Otomatik Sulama;65,25;Ayarlı sprey nozulu – VAN 4;Çok küçük alanlar, çiçeklik ve dar adalar;"Rain Bird 1/2"" sprey gövdeleri";"4’ (~1,2 m) menzilli mikro sprey nozuldur; çiçek yatakları, dar cep alanlar ve küçük ada sulamalarında taşma yapmadan sulama için kullanılır."
RBN002;RAINBIRD VAN NOZUL 6;Rain Bird;6 VAN;Otomatik Sulama;65,25;Ayarlı sprey nozulu – VAN 6;Küçük çim parseller, dar bantlar;"Rain Bird 1/2"" sprey gövdeleri";"6’ (~1,8 m) menzilli VAN nozuldur; kısa mesafeli, düzensiz şekilli alanlarda açı ayarıyla esnek çözüm sunar."
RBN003;RAINBIRD VAN NOZUL 8;Rain Bird;8 VAN;Otomatik Sulama;65,25;Ayarlı sprey nozulu – VAN 8;Küçük–orta geçiş alanları;"Rain Bird 1/2"" sprey gövdeleri";"8’ (~2,4 m) menzilli VAN nozuldur; 6 ve 10 ft arası mesafelerde boşluk doldurmak için kullanılır, açısı tam ayarlanabilir yapıdadır."
RB005;RAINBIRD WC20 KABLO BAĞLANTI TÜPÜ;Rain Bird;WC20;Otomatik Sulama;136,24;Kablo bağlantı tüpü – WC20 jel dolgulu;Vana kutusu içindeki kablo ek noktaları;24 VAC sulama kontrol devreleri, vana bobin kabloları;"Jel dolgu/izoleli kablo bağlantı tüpüdür; kontrol ünitesinden gelen kablolar ile solenoid vana kablolarının su geçirmez ve korozyonsuz biçimde eklenmesini sağlar."
RB003;RAINBIRD YAĞMUR SENSÖRÜ RSD-BEX;Rain Bird;RSD-BEX;Otomatik Sulama;1939,75;Yağmur sensörü – RSD-BEx;Açık alan, çatı/oluk veya direk üstü montaj;24 VAC Rain Bird ve çoğu marka kontrol ünitesi;"Mekanik tip yağmur sensörüdür; yeterli yağış algılandığında sistemi otomatik durdurur, gereksiz çalışmayı ve su israfını önler, hava kuruyunca sulamayı yeniden devreye alır."
RB8005;"RAİNBİRD 8005 ROTOR SPRİNK 1""";Rain Bird;8005;Otomatik Sulama;3900,00;"Dişli rotor sprinkler – 8005 1""";Geniş çim alanlar, spor sahaları, parklar;"1"" dişli rotor hatları; 8005 serisi ile projelendirilmiş sistemler";"1"" girişli, ağır hizmet tipi dişli rotor sprinktir; yaklaşık 14–24 m menzil, ayarlanabilir açı (40–360°) ve yüksek debiyle büyük alanların profesyonel sulamasında kullanılır."
SE112;"SARI EMİCİ HORTUM 1 1/2""";Sertsan;"1 1/2""";Hortum;70,00;Sarı emici hortum;Temiz / kirli su emiş hattı, pompaların emiş tarafı;Yüzey pompaları, motopomplar, depo – kuyu emiş sistemleri;"1 1/2"" sarı spiral emici hortum; pompa emişinde vakum altında çalışmaya uygun, çökme yapmadan su, hafif çamurlu su ve tarımsal sıvıların çekilmesinde kullanılır."
SE114;"SARI EMİCİ HORTUM 1 1/4""";Sertsan;"1 1/4""";Hortum;52,00;Sarı emici hortum;Temiz / kirli su emiş hattı, küçük debili pompalar;Yüzey pompaları, motopomplar, varil ve depo emişleri;"1 1/4"" sarı spiral emici hortum; bahçe, sera ve küçük sulama pompalarında emiş hattı olarak kullanılır."
SE1;"SARI EMİCİ HORTUM 1""";Sertsan;"1""";Hortum;45,00;Sarı emici hortum;Temiz su ve hafif kirli su emişi, küçük pompalar;Yüzey pompası, hidrofor öncesi, varil / depo emiş hattı;"1"" sarı emici hortum; dar çaplı pompalar için ekonomik emiş borusu alternatifi, hafif ve taşınması kolaydır."
SE212;"SARI EMİCİ HORTUM 2 1/2""";Sertsan;"2 1/2""";Hortum;166,32;Sarı emici hortum;Yüksek debili emiş hattı, tarımsal sulama motopompları;Traktör arkası motopomp, güçlü yüzey pompaları, tanker dolumu;"2 1/2"" sarı emici hortum; büyük çaplı, yüksek debili emiş uygulamalarında, kanaldan veya depodan su çekmek için kullanılır."
flator1;"SARI FLATÖR--ŞAMANDIRA 1""";Diğer;"1""";Tesisat;297,00;Mekanik flatör (şamandıra);Su deposu, üst depo, sulama tankı;Şebeke suyu girişleri, hidrofor ve depo dolum hatları;"1"" dişli sarı flatör; depo iç seviyesine göre açılıp kapanarak depoya su girişini mekanik olarak kontrol eder, taşmayı engeller."
FLATÖR12;"SARI FLATÖR--ŞAMANDIRA 1/2""";Diğer;"1/2""";Tesisat;237,60;Mekanik flatör (şamandıra);Küçük hacimli depolar, WC tip depolar, sulama tankları;"1/2"" bağlantılı şebeke ve depo sistemleri";"1/2"" dişli sarı flatör; küçük depolarda ve dar alanlarda su seviyesini otomatik kontrol etmek için kullanılır."
FLATÖR34;"SARI FLATÖR--ŞAMANDIRA 3/4""";Diğer;"3/4""";Tesisat;267,30;Mekanik flatör (şamandıra);Orta hacimli depolar, sulama tankları;"3/4"" bağlantılı şebeke ve depo sistemleri";"3/4"" dişli sarı flatör; bahçe depolarında şamandıralı seviye kontrolü için standart kullanılan boyuttadır."
SGS4255;SGS 3 FONKSİYONLU SULAMA TABANCASI SETİ 2 PARÇA;SGS;SGS4255;Hortum Ek Parçaları;170,00;Sulama tabancası seti;Bahçe hortumundan el ile sulama;"Hızlı bağlama aparatlı 1/2""–5/8"" hortum sistemleri";"3 fonksiyonlu sulama tabancası + bağlantı parçası seti; el ile çiçek, fidan ve sert zemin yıkama işlerinde farklı su desenleri sunar."
SGS4256;SGS 9 FONKSİYONLU SULAMA TABANCASI (2 PARÇA SET);SGS;SGS4256;Hortum Ek Parçaları;210,00;Sulama tabancası seti;Bahçe, teras, araç yıkama;Hızlı bağlamalı bahçe hortum sistemleri;"9 fonksiyonlu sulama tabancası seti; duş, sis, jet vb. farklı sulama modlarıyla hem bitki hem temizlik işlerinde çok amaçlı kullanım sağlar."
SGS5374;SGS BAHÇE SU POMPASI 1200 WATT INOX;SGS;SGS5374;Pompa;5000,00;Yüzey su pompası / hidrofor;Bahçe sulama, depo dolum, basınç artırma;Kuyu / depo suyu ile çalışan küçük – orta sulama sistemleri;"1200 W INOX gövdeli bahçe su pompası; emici hortumla depodan su çekerek yağmurlama, damla veya musluk beslemesi için basınç üretir."
SGS2950;SGS ELEKTRİK BANDI 19MM 10YDS;SGS;SGS2950;Tesisat;17,00;Elektrik bandı;Elektrik kablo izolasyonu, bağlantı ekleri;Düşük gerilimli sulama kontrol kabloları, pompa panosu tesisatı;"19 mm x 10 yds PVC elektrik bandı; vanaya giden sinyal kabloları ve pano içi kablo eklerinin yalıtımı için kullanılır."
SGSF150;SGS FIXED F-150 PRO-TİGHT SIVI CONTA TEFLON;SGS;SGSF150;Tesisat;225,00;Sıvı conta / sızdırmazlık;Tesisat dişli bağlantıları, flanş birleşimleri;PPRC, metal, PVC dişli bağlantılı sulama ve tesisat sistemleri;"Pro-Tight F-150 teflon içerikli sıvı conta; dişli bağlantılarda PTFE bant yerine kullanılarak titreşime dayanıklı, sökülebilir sızdırmaz bağlantı sağlar."
SGS1780;SGS MAKET BIÇAĞI PLASTİK GÖVDE;SGS;SGS1780;Tesisat;76,32;Maket bıçağı;Şantiye ve atölye kesme işlemleri;Ambalaj, kablo kanalı, plastik boru işaretleme vb.;"Plastik gövdeli maket bıçağı; kablo kılıfı, naylon, karton ve hafif malzemeleri hızlıca kesmek için kullanılır."
SGS7710;SGS NİTRİL KAPLAMA ÖRME ELDİVEN SARI SPEED-10;SGS;SGS7710;Tesisat;27,28;İş eldiveni (nitril kaplama);Şantiye, depo ve montaj işleri;Sulama borusu döşeme, kazı, taşıma, metal parçalarla çalışma;"Nitril kaplamalı örme eldiven; ıslak ve kaygan parçaları kavramayı kolaylaştırır, elleri kir ve hafif kesiklere karşı korur."
SGS348;SGS PPRC BORU KAYNAK MAKİNESİ SETİ 1500 WATT;SGS;SGS348;Pprc;1900,00;PPRC kaynak makinesi seti;PPRC boru kaynak ve montajı;PPRC temiz su ve ısıtma tesisatı, kolektör ve vana bağlantıları;"1500 W PPRC kaynak makinesi seti; 20–63 mm arası PPRC boru ve ek parçalarını manşon kaynağı ile birleştirmek için kullanılır."
SGS1010;SGS PPRC BORU MAKASI CLASS42;SGS;SGS1010;Pprc;350,00;PPRC boru makası;Boru kesme – düz kesit hazırlama;PPRC, PE, PEX plastik boru sistemleri;"Class42 boru makası; 42 mm çapa kadar boruları düzgün ve çapaksız keserek kaynak öncesi hazırlık sağlar."
SGS1012;SGS PPRC BORU MAKASI JAWS42;SGS;SGS1012;Pprc;450,00;PPRC boru makası;Büyük çap boru kesme;PPRC/PE boru sistemleri, ana hat montajları;"JAWS tipi boru makası; kalın etli borularda kol kuvvetiyle düzgün kesim yapmaya uygun dayanıklı gövdeli kesme aparatıdır."
SGSF221;SGS SPREY BOYA BEYAZ 400 ML.;SGS;SGSF221;Tesisat;100,00;Sprey boya;Bakım, işaretleme, ekipman boyama;Borulama yön işaretleri, vana kapakları, metal ekipmanlar;"400 ml beyaz sprey boya; sahada boru güzergâhı, vana yerleri veya küçük tamirat boyaları için kullanılır."
SGS1221;SGS TAMİR BANDI 48MM - 10 MT;SGS;SGS1221;Tesisat;35,00;Tamir bandı (geniş);Hızlı onarım ve sabitleme işleri;Hortum dıştan takviye, kablo sabitleme, geçici izolasyon;"48 mm x 10 m tamir bandı; güçlü yapışkanlı, suya dayanıklı banttır, acil sızıntı çevresel sarma ve montaj işlerinde kullanılır."
SGS4303;SGS TIRPAN MİSİNASI 3.0 MM 56 MT YUVARLAK (YEŞİL);SGS;SGS4303;Peyzaj;250,00;Tırpan misinası;Çim ve ot biçme;Elektrikli / benzinli tırpan makineleri;"3,0 mm yuvarlak yeşil misina; bahçede çim kenarı ve yabani ot temizliğinde kesici tel olarak kullanılır."
SSK13;SULAMA SİNYAL KABLOSU 13 RENK;Kastro;SSK13;Otomatik Sulama;83,64;Sulama sinyal kablosu;Kontrol ünitesi – vana arası haberleşme;9-12 istasyonlu kontrol üniteleri;"13 damarlı çok renkli sinyal kablosu; geniş projelerde controller’dan birden fazla solenoid vanaya tek hat üzerinden bağlantı sağlar."
SSK3;SULAMA SİNYAL KABLOSU 3 RENK;Kastro;SSK3;Otomatik Sulama;20,88;Sulama sinyal kablosu;Küçük bahçe ve villa sistemlerinde vana bağlantısı;1-2 istasyonlu otomasyon sistemleri;"3 damarlı sinyal kablosu; kontrol ünitesi ile 1-2 adet vana arasındaki düşük gerilimli kumanda hattı için kullanılır."
SSK5;SULAMA SİNYAL KABLOSU 5 RENK;Kastro;SSK5;Otomatik Sulama;32,27;Sulama sinyal kablosu;Orta büyüklükte otomatik sulama sistemleri;3-4 istasyonlu kontrol üniteleri;"5 damarlı sinyal kablosu; kontrol ünitesi ile 3-4 adet vana arasındaki düşük gerilimli kumanda hattı için kullanılır."
SSK7;SULAMA SİNYAL KABLOSU 7 RENK;Kastro;SSK7;Otomatik Sulama;45,54;Sulama sinyal kablosu;Geniş villa bahçeleri, siteler;5-6 istasyonlu kontrol üniteleri;"7 damarlı sinyal kablosu; kontrol ünitesi ile 5-6 adet vana arasındaki düşük gerilimli kumanda hattı için kullanılır."
